upi,true_val,pred_val,pred_prob,pred_correct
UPI000949BDF9,VAL,VAL,0.97,1.0
UPI0009804A59,endolysin,endolysin,1.0,1.0
UPI0009804D09,VAL,VAL,1.0,1.0
UPI0009807033,VAL,VAL,1.0,1.0
UPI0009B5F69F,endolysin,endolysin,0.98,1.0
UPI0009C1F371,VAL,VAL,1.0,1.0
UPI0009C317CC,VAL,VAL,0.59,1.0
UPI0009C3420E,VAL,VAL,1.0,1.0
UPI000A1D4A55,VAL,VAL,1.0,1.0
UPI000A1D52D1,endolysin,endolysin,1.0,1.0
UPI000A1D53B9,VAL,VAL,0.61,1.0
UPI000A29EB6D,VAL,VAL,1.0,1.0
UPI000A2BA4F6,VAL,VAL,0.92,1.0
UPI000AAD4473,endolysin,endolysin,0.95,1.0
UPI000B57B792,VAL,VAL,0.95,1.0
UPI000B5FBB0E,endolysin,endolysin,0.99,1.0
UPI000B5FD994,VAL,VAL,1.0,1.0
UPI000B8B93D7,endolysin,endolysin,0.95,1.0
UPI000B8D93DD,VAL,VAL,0.98,1.0
UPI000B92F60A,endolysin,endolysin,0.53,1.0
UPI000B9494D2,endolysin,endolysin,0.99,1.0
UPI000B949851,VAL,VAL,0.91,1.0
UPI000B94B95E,endolysin,endolysin,0.99,1.0
UPI000B94C020,endolysin,endolysin,0.94,1.0
UPI000B94C9F0,VAL,VAL,1.0,1.0
UPI000B94E6E2,endolysin,endolysin,1.0,1.0
UPI000B94EF1D,VAL,VAL,1.0,1.0
UPI000B9A12C5,endolysin,endolysin,1.0,1.0
UPI000B9D5D5A,VAL,VAL,1.0,1.0
UPI000B9D643E,VAL,VAL,1.0,1.0
UPI000BA0494D,endolysin,endolysin,1.0,1.0
UPI000BBF462A,VAL,VAL,1.0,1.0
UPI000BBFA460,VAL,VAL,1.0,1.0
UPI000BC008C0,VAL,VAL,1.0,1.0
UPI000BC06B42,VAL,VAL,0.61,1.0
UPI000BC07CBA,endolysin,endolysin,1.0,1.0
UPI000BC09A43,VAL,VAL,1.0,1.0
UPI000BC0D212,endolysin,endolysin,0.98,1.0
UPI000BC0E9F7,endolysin,endolysin,1.0,1.0
UPI000BE49896,endolysin,endolysin,0.98,1.0
UPI000BE49D79,endolysin,endolysin,0.99,1.0
UPI000BE4AEB7,VAL,VAL,0.99,1.0
UPI000BFF254B,VAL,VAL,1.0,1.0
UPI000C05A220,endolysin,endolysin,1.0,1.0
UPI000C05C3F6,VAL,VAL,1.0,1.0
UPI000C0C1961,endolysin,endolysin,1.0,1.0
UPI000C0C1D45,endolysin,endolysin,0.98,1.0
UPI000C0C2EE1,endolysin,endolysin,1.0,1.0
UPI000C0C3373,VAL,VAL,1.0,1.0
UPI000C0C4334,endolysin,endolysin,1.0,1.0
UPI000C0C4B26,endolysin,endolysin,1.0,1.0
UPI000C674337,endolysin,endolysin,1.0,1.0
UPI000CA1288A,endolysin,VAL,0.86,0.0
UPI000CA1290E,VAL,VAL,1.0,1.0
UPI000CA13E6B,endolysin,endolysin,1.0,1.0
UPI000CA162E5,endolysin,endolysin,0.98,1.0
UPI000CA19835,endolysin,endolysin,0.95,1.0
UPI000CA1BED2,VAL,VAL,1.0,1.0
UPI000CA2206F,VAL,VAL,1.0,1.0
UPI000CA28797,endolysin,endolysin,1.0,1.0
UPI000CA31BBD,VAL,VAL,1.0,1.0
UPI000CA320D9,endolysin,endolysin,0.89,1.0
UPI000CA333DA,VAL,VAL,1.0,1.0
UPI000CA33976,VAL,VAL,1.0,1.0
UPI000CA3527D,VAL,VAL,0.89,1.0
UPI000CDBA848,endolysin,endolysin,0.99,1.0
UPI000CDBF314,VAL,VAL,1.0,1.0
UPI000CDC39F4,endolysin,endolysin,0.99,1.0
UPI000CDC3CD9,endolysin,endolysin,0.95,1.0
UPI000CDC5385,endolysin,endolysin,0.9,1.0
UPI000CDC58DD,endolysin,endolysin,1.0,1.0
UPI000CDC6512,VAL,VAL,0.99,1.0
UPI000CDC78F4,endolysin,endolysin,0.99,1.0
UPI000CDCD6C6,VAL,VAL,1.0,1.0
UPI000CE95D0A,VAL,VAL,1.0,1.0
UPI000CE9ABC4,endolysin,endolysin,0.62,1.0
UPI000D1FF10F,endolysin,endolysin,1.0,1.0
UPI000D2024CD,endolysin,endolysin,1.0,1.0
UPI000D2051A1,endolysin,endolysin,0.97,1.0
UPI000D209C30,endolysin,endolysin,0.86,1.0
UPI000D20A286,VAL,VAL,1.0,1.0
UPI000D218AD2,endolysin,endolysin,1.0,1.0
UPI000D21B169,VAL,VAL,1.0,1.0
UPI000D22063C,VAL,VAL,1.0,1.0
UPI000D2229C8,VAL,VAL,1.0,1.0
UPI000D223D16,endolysin,endolysin,0.98,1.0
UPI000D5445A2,VAL,VAL,1.0,1.0
UPI000D546CBA,endolysin,endolysin,0.99,1.0
UPI000D5A3397,endolysin,endolysin,1.0,1.0
UPI000D5A423D,VAL,VAL,1.0,1.0
UPI000D7E41B4,endolysin,endolysin,0.95,1.0
UPI000D7E869B,VAL,VAL,1.0,1.0
UPI000DC77FAD,endolysin,endolysin,0.81,1.0
UPI000DCAB758,endolysin,endolysin,1.0,1.0
UPI000DCABAC0,VAL,VAL,0.98,1.0
UPI000DCACC0A,endolysin,endolysin,0.96,1.0
UPI000DD0F507,endolysin,endolysin,0.94,1.0
UPI000DF072E0,VAL,endolysin,0.85,0.0
UPI000DF0A1E1,endolysin,endolysin,0.98,1.0
UPI000DF6355D,endolysin,endolysin,0.93,1.0
UPI000DF64085,endolysin,endolysin,0.83,1.0
UPI000E10A774,VAL,VAL,1.0,1.0
UPI000E28D1C6,endolysin,endolysin,0.88,1.0
UPI000E28D25B,endolysin,endolysin,0.98,1.0
UPI000E28DFE3,endolysin,endolysin,1.0,1.0
UPI000E29204E,endolysin,endolysin,0.95,1.0
UPI000E2932D9,endolysin,endolysin,1.0,1.0
UPI000E295258,endolysin,endolysin,1.0,1.0
UPI000E29BAEE,VAL,VAL,1.0,1.0
UPI000E29DF8A,endolysin,endolysin,1.0,1.0
UPI000E29F2ED,VAL,VAL,1.0,1.0
UPI000E32E4DE,VAL,VAL,0.99,1.0
UPI000EB614AD,endolysin,endolysin,1.0,1.0
UPI000EB66AF1,endolysin,endolysin,1.0,1.0
UPI000EB6837E,endolysin,endolysin,0.91,1.0
UPI000EB69083,VAL,VAL,1.0,1.0
UPI000EB6B1C1,endolysin,endolysin,1.0,1.0
UPI000EB6CE21,VAL,VAL,1.0,1.0
UPI000EB71B30,VAL,VAL,1.0,1.0
UPI000EB73008,endolysin,endolysin,1.0,1.0
UPI000EB73227,VAL,VAL,1.0,1.0
UPI000EB73598,endolysin,endolysin,1.0,1.0
UPI000EB73BF6,endolysin,endolysin,1.0,1.0
UPI000EB75F49,VAL,VAL,1.0,1.0
UPI000EB7770F,endolysin,endolysin,1.0,1.0
UPI000EF29F26,VAL,VAL,0.97,1.0
UPI000EF30111,VAL,VAL,0.97,1.0
UPI000F0BF8CF,endolysin,endolysin,0.98,1.0
UPI000F0BFB2F,endolysin,endolysin,1.0,1.0
UPI000F0C8955,endolysin,endolysin,0.98,1.0
UPI000F42D9F0,endolysin,endolysin,1.0,1.0
UPI000F42DC63,endolysin,endolysin,0.98,1.0
UPI000F42EB7F,endolysin,endolysin,0.76,1.0
UPI000F4307EF,VAL,VAL,1.0,1.0
UPI000F433AA0,VAL,VAL,1.0,1.0
UPI000F435EF9,VAL,VAL,1.0,1.0
UPI000F436293,VAL,VAL,1.0,1.0
UPI000F437F0F,endolysin,endolysin,0.97,1.0
UPI000F6B31B5,VAL,VAL,1.0,1.0
UPI000F6B4920,VAL,VAL,1.0,1.0
UPI000F6C4C45,endolysin,endolysin,0.97,1.0
UPI000F7146C2,VAL,VAL,1.0,1.0
UPI000F71C167,endolysin,endolysin,1.0,1.0
UPI000F7D02B2,endolysin,endolysin,0.73,1.0
UPI000F85B68F,endolysin,endolysin,0.99,1.0
UPI000FDF7E16,endolysin,endolysin,0.93,1.0
UPI000FDF829A,endolysin,endolysin,0.95,1.0
UPI000FF8B8B6,endolysin,endolysin,1.0,1.0
UPI000FF8CCB5,endolysin,endolysin,0.67,1.0
UPI000FF8D84F,VAL,VAL,1.0,1.0
UPI000FF8E206,endolysin,endolysin,0.98,1.0
UPI000FF8ECCD,VAL,VAL,0.6,1.0
UPI0010097939,endolysin,endolysin,0.98,1.0
UPI00100A0658,endolysin,endolysin,1.0,1.0
UPI00100A1D79,VAL,VAL,1.0,1.0
UPI00101723AA,endolysin,endolysin,1.0,1.0
UPI0010172AB6,VAL,VAL,1.0,1.0
UPI001017469F,endolysin,endolysin,0.96,1.0
UPI001017655F,endolysin,endolysin,1.0,1.0
UPI001017A0E5,VAL,VAL,0.98,1.0
UPI001017AADB,endolysin,endolysin,1.0,1.0
UPI001017EC91,endolysin,endolysin,1.0,1.0
UPI0010187C0D,endolysin,endolysin,0.81,1.0
UPI0010187E0B,endolysin,endolysin,0.9,1.0
UPI0010189C26,VAL,VAL,0.89,1.0
UPI001018FB6A,endolysin,endolysin,0.81,1.0
UPI001019101F,endolysin,endolysin,1.0,1.0
UPI0010198A61,endolysin,endolysin,0.98,1.0
UPI001019D01D,VAL,VAL,1.0,1.0
UPI0010B0285B,endolysin,endolysin,1.0,1.0
UPI0010B045BD,endolysin,endolysin,0.93,1.0
UPI0010B150C6,VAL,VAL,1.0,1.0
UPI0010B3D147,endolysin,endolysin,1.0,1.0
UPI0010B56F14,endolysin,endolysin,1.0,1.0
UPI0010B81FAE,endolysin,endolysin,1.0,1.0
UPI0010B91F28,endolysin,endolysin,1.0,1.0
UPI0010BC4611,endolysin,endolysin,1.0,1.0
UPI0010C25203,endolysin,endolysin,1.0,1.0
UPI0010C36729,endolysin,endolysin,0.99,1.0
UPI0010C3704C,VAL,VAL,0.94,1.0
UPI0010C391BD,endolysin,endolysin,0.94,1.0
UPI0010C3A6EC,VAL,VAL,1.0,1.0
UPI0010C4127D,endolysin,endolysin,0.89,1.0
UPI0010C419F9,endolysin,endolysin,1.0,1.0
UPI0010C47A1D,VAL,VAL,0.95,1.0
UPI0010C51514,VAL,VAL,0.6,1.0
UPI001161D058,VAL,VAL,1.0,1.0
UPI001161DFF5,endolysin,endolysin,0.99,1.0
UPI001161EC37,VAL,VAL,1.0,1.0
UPI0011620720,endolysin,endolysin,0.98,1.0
UPI0011625CB7,VAL,VAL,1.0,1.0
UPI0011625D30,VAL,VAL,0.99,1.0
UPI0011628BE3,endolysin,endolysin,0.94,1.0
UPI0011642AD8,endolysin,endolysin,1.0,1.0
UPI001164D481,endolysin,endolysin,0.99,1.0
UPI001164D48F,VAL,VAL,1.0,1.0
UPI001164EA13,endolysin,endolysin,1.0,1.0
UPI001165019F,endolysin,endolysin,1.0,1.0
UPI00116530FD,endolysin,endolysin,0.98,1.0
UPI001165AD62,VAL,VAL,0.99,1.0
UPI001188AE10,VAL,VAL,0.97,1.0
UPI00000605D6,endolysin,endolysin,0.75,1.0
UPI000009AEA3,endolysin,endolysin,0.98,1.0
UPI000009B14D,VAL,VAL,0.56,1.0
UPI000009B790,VAL,VAL,1.0,1.0
UPI000009BC99,endolysin,endolysin,0.99,1.0
UPI000009BE4C,endolysin,endolysin,1.0,1.0
UPI000009BE59,endolysin,endolysin,0.98,1.0
UPI000009BF70,VAL,VAL,0.96,1.0
UPI000009BFF3,VAL,VAL,1.0,1.0
UPI00000D0D4D,endolysin,endolysin,1.0,1.0
UPI00000EE7AB,endolysin,endolysin,0.76,1.0
UPI00000F53E9,endolysin,endolysin,0.94,1.0
UPI000011D76E,endolysin,endolysin,0.89,1.0
UPI00001384D4,VAL,endolysin,0.59,0.0
UPI0000191A5E,endolysin,endolysin,0.98,1.0
UPI00001B3F10,VAL,VAL,1.0,1.0
UPI00001BB4CD,VAL,VAL,1.0,1.0
UPI0000224516,endolysin,endolysin,0.96,1.0
UPI0000227B3B,endolysin,endolysin,0.95,1.0
UPI000035357E,endolysin,endolysin,1.0,1.0
UPI000035868B,VAL,VAL,0.98,1.0
UPI00003779BA,endolysin,endolysin,0.88,1.0
UPI00005058D7,VAL,VAL,1.0,1.0
UPI0000505AC3,VAL,VAL,0.9,1.0
UPI0000599683,endolysin,endolysin,0.99,1.0
UPI00005BB268,VAL,VAL,1.0,1.0
UPI00005DB003,endolysin,endolysin,1.0,1.0
UPI00005EF0CB,VAL,endolysin,0.87,0.0
UPI0000D50F34,endolysin,endolysin,1.0,1.0
UPI0000D79F22,endolysin,endolysin,0.97,1.0
UPI0000E2BC4E,endolysin,endolysin,0.94,1.0
UPI0000EA2EC4,VAL,VAL,1.0,1.0
UPI000156540F,endolysin,endolysin,0.97,1.0
UPI00015C34AB,VAL,VAL,0.94,1.0
UPI00015F40CE,VAL,VAL,1.0,1.0
UPI000162F2B0,VAL,VAL,0.84,1.0
UPI000169B543,endolysin,endolysin,1.0,1.0
UPI000175909B,VAL,endolysin,0.93,0.0
UPI00017590C9,VAL,VAL,0.96,1.0
UPI000178DD4A,VAL,VAL,1.0,1.0
UPI00017C0BF0,endolysin,endolysin,0.98,1.0
UPI00017FA5D4,endolysin,endolysin,1.0,1.0
UPI00018148D3,endolysin,endolysin,1.0,1.0
UPI0001814944,VAL,VAL,0.99,1.0
UPI0001814A50,VAL,VAL,0.98,1.0
UPI000183D3AB,endolysin,endolysin,0.98,1.0
UPI000188D2D9,endolysin,endolysin,0.94,1.0
UPI00018A194E,endolysin,endolysin,0.88,1.0
UPI0001B2F25C,endolysin,endolysin,0.94,1.0
UPI0001B538B3,VAL,VAL,0.96,1.0
UPI0001B6169A,endolysin,endolysin,1.0,1.0
UPI0001F3E31A,VAL,VAL,1.0,1.0
UPI0002018170,VAL,VAL,1.0,1.0
UPI000201BE9E,endolysin,endolysin,0.98,1.0
UPI000201C5A4,endolysin,endolysin,0.98,1.0
UPI0002049E5E,endolysin,endolysin,0.98,1.0
UPI0002145F34,VAL,VAL,1.0,1.0
UPI000218DAFF,endolysin,endolysin,1.0,1.0
UPI000218DC16,endolysin,endolysin,1.0,1.0
UPI000218E1DF,endolysin,endolysin,1.0,1.0
UPI000218EC13,endolysin,endolysin,0.97,1.0
UPI000219016F,endolysin,endolysin,1.0,1.0
UPI00021C4ADB,endolysin,endolysin,1.0,1.0
UPI00022A7F0C,VAL,VAL,1.0,1.0
UPI00022FE37A,endolysin,endolysin,1.0,1.0
UPI0002357D45,VAL,VAL,0.96,1.0
UPI00025EA4B0,endolysin,endolysin,0.98,1.0
UPI00026DB279,endolysin,endolysin,0.97,1.0
UPI00026E0C79,VAL,VAL,1.0,1.0
UPI000274D999,VAL,VAL,0.98,1.0
UPI00027B689F,VAL,VAL,0.99,1.0
UPI00028A9354,endolysin,endolysin,0.99,1.0
UPI00028B1D31,endolysin,endolysin,1.0,1.0
UPI00028B8C14,VAL,VAL,1.0,1.0
UPI00028BA723,VAL,VAL,1.0,1.0
UPI00029CDBAF,endolysin,endolysin,1.0,1.0
UPI00029D1F97,VAL,VAL,0.98,1.0
UPI00029D2121,endolysin,endolysin,0.99,1.0
UPI0002A7FC06,VAL,VAL,0.98,1.0
UPI0002AB54DF,endolysin,endolysin,1.0,1.0
UPI0002B9DECC,endolysin,endolysin,1.0,1.0
UPI0002D14129,endolysin,endolysin,0.58,1.0
UPI00030E08F4,VAL,VAL,0.99,1.0
UPI00030FB7F5,endolysin,endolysin,0.77,1.0
UPI0003268AA7,endolysin,endolysin,1.0,1.0
UPI00032B472F,endolysin,endolysin,0.99,1.0
UPI00032B91AA,endolysin,endolysin,1.0,1.0
UPI000332AEB5,endolysin,endolysin,1.0,1.0
UPI000387A997,VAL,VAL,0.93,1.0
UPI000387FC29,endolysin,endolysin,0.97,1.0
UPI000387FF09,endolysin,endolysin,0.99,1.0
UPI00038805DC,endolysin,endolysin,1.0,1.0
UPI0003880DA1,endolysin,endolysin,0.98,1.0
UPI00038A5C24,VAL,VAL,0.95,1.0
UPI00038D3D21,endolysin,endolysin,0.89,1.0
UPI00039081E3,VAL,VAL,1.0,1.0
UPI0003B0AF90,endolysin,endolysin,0.96,1.0
UPI0003BC0655,endolysin,endolysin,0.99,1.0
UPI0003BC08F0,VAL,VAL,0.85,1.0
UPI0003BC0D09,VAL,VAL,0.97,1.0
UPI0003BC1F88,endolysin,endolysin,0.92,1.0
UPI0003BDFFB9,endolysin,endolysin,0.99,1.0
UPI0003E36759,endolysin,endolysin,1.0,1.0
UPI0003F4A95F,endolysin,endolysin,0.99,1.0
UPI0004090D22,endolysin,endolysin,0.97,1.0
UPI0004376320,VAL,VAL,1.0,1.0
UPI00043ACD26,endolysin,endolysin,0.94,1.0
UPI0004587E16,endolysin,endolysin,1.0,1.0
UPI00045924A9,VAL,VAL,1.0,1.0
UPI000459275C,VAL,VAL,1.0,1.0
UPI00045F702D,endolysin,endolysin,1.0,1.0
UPI000499B210,endolysin,endolysin,1.0,1.0
UPI000499B371,endolysin,endolysin,0.95,1.0
UPI0004A51DDC,VAL,VAL,1.0,1.0
UPI0004A97E18,VAL,VAL,1.0,1.0
UPI0004D103FC,endolysin,endolysin,0.94,1.0
UPI0004D145A2,VAL,VAL,0.96,1.0
UPI0004EF8214,VAL,VAL,0.92,1.0
UPI0004F71BA2,VAL,VAL,0.9,1.0
UPI0004F74407,VAL,VAL,1.0,1.0
UPI00052A3355,endolysin,endolysin,0.81,1.0
UPI00052A7648,endolysin,endolysin,1.0,1.0
UPI00052AF3E1,VAL,VAL,0.92,1.0
UPI000531CC2C,endolysin,endolysin,0.87,1.0
UPI000535AE21,endolysin,endolysin,0.95,1.0
UPI0005361B08,endolysin,endolysin,0.98,1.0
UPI0005363080,endolysin,endolysin,1.0,1.0
UPI00053ECA3F,endolysin,endolysin,0.94,1.0
UPI000540DCC1,endolysin,endolysin,0.97,1.0
UPI000572AA83,endolysin,endolysin,1.0,1.0
UPI000588A6B7,VAL,VAL,0.99,1.0
UPI000588E0BD,VAL,VAL,1.0,1.0
UPI000588E623,VAL,VAL,1.0,1.0
UPI000588E672,endolysin,endolysin,1.0,1.0
UPI0005A892AA,VAL,VAL,0.97,1.0
UPI0005AD2BB9,VAL,VAL,1.0,1.0
UPI0005C2720B,VAL,VAL,1.0,1.0
UPI0005D8641E,endolysin,endolysin,0.99,1.0
UPI0005D8781F,endolysin,endolysin,0.95,1.0
UPI0005D8AE69,VAL,VAL,0.79,1.0
UPI0006190043,endolysin,endolysin,0.85,1.0
UPI00061A5FA9,endolysin,endolysin,0.99,1.0
UPI00061A6B96,endolysin,endolysin,1.0,1.0
UPI00061A7A09,endolysin,endolysin,1.0,1.0
UPI0006203727,VAL,VAL,0.96,1.0
UPI000620DE0B,VAL,VAL,0.92,1.0
UPI00062441E5,endolysin,endolysin,0.99,1.0
UPI0006245E17,VAL,endolysin,0.55,0.0
UPI000624CD2D,VAL,VAL,1.0,1.0
UPI000671B2B2,endolysin,endolysin,0.98,1.0
UPI00067A4606,VAL,VAL,1.0,1.0
UPI0006A661B2,VAL,VAL,0.99,1.0
UPI0006BB9BEA,endolysin,endolysin,0.92,1.0
UPI0006BC598B,endolysin,endolysin,0.99,1.0
UPI0006BC76BF,endolysin,endolysin,1.0,1.0
UPI0006BCBC43,endolysin,endolysin,0.99,1.0
UPI0006BCBDA2,VAL,VAL,0.89,1.0
UPI0006BCF494,VAL,VAL,0.99,1.0
UPI0006BD8ABE,endolysin,endolysin,0.99,1.0
UPI0006BD8BBC,endolysin,endolysin,0.93,1.0
UPI0006BDC43F,endolysin,endolysin,0.98,1.0
UPI0006BDC447,VAL,VAL,1.0,1.0
UPI0006CE30A8,endolysin,endolysin,0.94,1.0
UPI0006CE37C7,endolysin,endolysin,0.82,1.0
UPI0006CE3830,VAL,VAL,0.89,1.0
UPI0006D306B8,endolysin,endolysin,0.86,1.0
UPI0006ED2F3F,endolysin,endolysin,0.94,1.0
UPI000706392B,endolysin,endolysin,0.98,1.0
UPI000738F2F8,endolysin,endolysin,0.99,1.0
UPI00073E2B67,endolysin,endolysin,0.98,1.0
UPI000744904F,endolysin,endolysin,0.99,1.0
UPI000744A954,endolysin,endolysin,0.97,1.0
UPI000744B761,VAL,VAL,1.0,1.0
UPI00078CB854,endolysin,endolysin,1.0,1.0
UPI00078D0CF5,endolysin,endolysin,1.0,1.0
UPI0007A76B77,VAL,VAL,1.0,1.0
UPI0007A770E3,VAL,VAL,1.0,1.0
UPI0007A77133,endolysin,endolysin,0.96,1.0
UPI0007B57183,endolysin,endolysin,1.0,1.0
UPI0007B62132,endolysin,endolysin,0.99,1.0
UPI0007B62B92,VAL,VAL,1.0,1.0
UPI0007B62C5B,endolysin,endolysin,0.96,1.0
UPI0007B62D24,endolysin,endolysin,1.0,1.0
UPI0007DCD3B5,endolysin,endolysin,0.98,1.0
UPI0007DCFEFD,VAL,VAL,1.0,1.0
UPI0007F06DE1,VAL,VAL,0.67,1.0
UPI00080F199B,endolysin,endolysin,1.0,1.0
UPI00080F350E,endolysin,endolysin,1.0,1.0
UPI000810FE3C,VAL,VAL,1.0,1.0
UPI00084F2EDE,endolysin,endolysin,0.92,1.0
UPI00084F694C,endolysin,endolysin,1.0,1.0
UPI00085584E4,endolysin,endolysin,0.98,1.0
UPI000864B610,endolysin,endolysin,0.98,1.0
UPI0008660C3A,endolysin,endolysin,1.0,1.0
UPI0008662D54,endolysin,endolysin,0.99,1.0
UPI000875C74F,endolysin,endolysin,0.98,1.0
UPI000894023A,endolysin,endolysin,0.98,1.0
UPI0008DC42ED,endolysin,endolysin,0.97,1.0
UPI0008DC5ADD,VAL,VAL,0.98,1.0
UPI00090A2EC3,endolysin,endolysin,1.0,1.0
UPI00090A6F20,endolysin,endolysin,1.0,1.0
UPI00090CCCC9,VAL,VAL,0.97,1.0
UPI00093883E2,endolysin,endolysin,0.75,1.0
UPI000958DE5C,endolysin,endolysin,1.0,1.0
UPI000979A8D6,VAL,VAL,0.94,1.0
UPI00098049DC,endolysin,endolysin,1.0,1.0
UPI000980751B,endolysin,VAL,0.79,0.0
UPI0009BC789D,VAL,VAL,0.99,1.0
UPI0009BC7FCF,endolysin,endolysin,0.87,1.0
UPI0009BCB281,endolysin,endolysin,0.86,1.0
UPI0009C1DBBF,endolysin,endolysin,0.91,1.0
UPI0009C1EA8A,endolysin,endolysin,0.99,1.0
UPI0009C380B7,endolysin,endolysin,0.99,1.0
UPI000A0EEA33,VAL,VAL,0.93,1.0
UPI000A275717,endolysin,endolysin,0.86,1.0
UPI000A275F42,endolysin,endolysin,0.99,1.0
UPI000A2B9D4D,VAL,VAL,0.92,1.0
UPI000B5E28E7,endolysin,endolysin,1.0,1.0
UPI000B5FB04B,endolysin,endolysin,1.0,1.0
UPI000B5FFEF8,endolysin,endolysin,0.92,1.0
UPI000B8B939F,endolysin,endolysin,0.89,1.0
UPI000B947454,endolysin,endolysin,0.98,1.0
UPI000B94A69A,endolysin,endolysin,0.97,1.0
UPI000B94CCDE,endolysin,endolysin,0.96,1.0
UPI000B99FB4A,endolysin,endolysin,0.99,1.0
UPI000BBF6A5A,endolysin,endolysin,1.0,1.0
UPI000BBF9E03,VAL,VAL,1.0,1.0
UPI000BC0047E,endolysin,endolysin,1.0,1.0
UPI000BC007CD,endolysin,endolysin,0.88,1.0
UPI000BC020D9,VAL,VAL,1.0,1.0
UPI000BC04566,endolysin,endolysin,0.95,1.0
UPI000BC04E3A,VAL,VAL,0.97,1.0
UPI000BC07D00,endolysin,endolysin,0.98,1.0
UPI000BC09D68,endolysin,endolysin,1.0,1.0
UPI000BC0ED98,VAL,VAL,0.99,1.0
UPI000BC31B3C,VAL,VAL,0.89,1.0
UPI000C05AE70,endolysin,endolysin,0.99,1.0
UPI000C0C1B18,endolysin,endolysin,0.97,1.0
UPI000C0C3440,VAL,VAL,0.99,1.0
UPI000C0C40CB,endolysin,endolysin,0.97,1.0
UPI000C0C521C,endolysin,endolysin,0.92,1.0
UPI000C4417D0,endolysin,endolysin,0.98,1.0
UPI000CA1E411,VAL,VAL,1.0,1.0
UPI000CA200A5,VAL,VAL,1.0,1.0
UPI000CA247E0,VAL,VAL,1.0,1.0
UPI000CA285A4,VAL,VAL,1.0,1.0
UPI000CA28AA7,endolysin,endolysin,0.94,1.0
UPI000CA2F0E4,VAL,VAL,0.83,1.0
UPI000CA35D86,VAL,VAL,0.84,1.0
UPI000CA3B54D,endolysin,endolysin,1.0,1.0
UPI000CA3C2E6,VAL,VAL,1.0,1.0
UPI000CDC36D7,VAL,VAL,0.96,1.0
UPI000CDCC3EA,endolysin,endolysin,1.0,1.0
UPI000CE964BD,endolysin,endolysin,1.0,1.0
UPI000CE980AE,VAL,VAL,1.0,1.0
UPI000D204BAF,VAL,VAL,1.0,1.0
UPI000D211F4C,endolysin,endolysin,1.0,1.0
UPI000D214A7E,endolysin,endolysin,0.91,1.0
UPI000D214E57,VAL,VAL,1.0,1.0
UPI000D21A006,VAL,VAL,1.0,1.0
UPI000D21A91D,VAL,VAL,1.0,1.0
UPI000D21F832,endolysin,endolysin,1.0,1.0
UPI000D2201A4,endolysin,endolysin,1.0,1.0
UPI000D22144F,VAL,VAL,1.0,1.0
UPI000D22290D,endolysin,endolysin,1.0,1.0
UPI000D2265C4,VAL,VAL,1.0,1.0
UPI000D226F6A,endolysin,endolysin,1.0,1.0
UPI000D542D78,endolysin,endolysin,0.97,1.0
UPI000D545065,VAL,VAL,1.0,1.0
UPI000D54669B,endolysin,endolysin,0.94,1.0
UPI000D5A4784,endolysin,endolysin,1.0,1.0
UPI000D7D2D36,endolysin,endolysin,0.97,1.0
UPI000D7D8F7A,VAL,VAL,1.0,1.0
UPI000D7D923E,endolysin,endolysin,0.99,1.0
UPI000D7E47F6,VAL,VAL,1.0,1.0
UPI000DBB6449,VAL,VAL,0.94,1.0
UPI000DCAC831,endolysin,endolysin,0.99,1.0
UPI000DCACE87,endolysin,endolysin,0.94,1.0
UPI000DD17C92,endolysin,endolysin,0.77,1.0
UPI000DF02EBD,endolysin,endolysin,0.95,1.0
UPI000DF0B7EA,endolysin,endolysin,0.9,1.0
UPI000DF5CCFB,endolysin,endolysin,0.95,1.0
UPI000DF5E429,endolysin,endolysin,0.55,1.0
UPI000DF5E6E1,endolysin,endolysin,0.99,1.0
UPI000DF60B31,VAL,VAL,0.97,1.0
UPI000DF62F3E,endolysin,endolysin,0.59,1.0
UPI000E100A4C,VAL,VAL,0.99,1.0
UPI000E28CF1F,endolysin,endolysin,1.0,1.0
UPI000E2927F0,endolysin,endolysin,0.96,1.0
UPI000E2932B6,endolysin,endolysin,1.0,1.0
UPI000E2938D3,VAL,VAL,1.0,1.0
UPI000E294D3A,endolysin,endolysin,1.0,1.0
UPI000E297954,VAL,VAL,1.0,1.0
UPI000E29D45B,endolysin,endolysin,0.59,1.0
UPI000E29DAA1,endolysin,endolysin,0.99,1.0
UPI000E3311EB,endolysin,endolysin,0.97,1.0
UPI000E33254C,endolysin,endolysin,1.0,1.0
UPI000E333F51,VAL,VAL,0.99,1.0
UPI000E334CCC,endolysin,endolysin,0.99,1.0
UPI000E336F51,VAL,VAL,0.99,1.0
UPI000E656D7E,VAL,VAL,1.0,1.0
UPI000EB62586,VAL,VAL,1.0,1.0
UPI000EB635BB,endolysin,endolysin,0.9,1.0
UPI000EB635C8,endolysin,endolysin,1.0,1.0
UPI000EB64AF7,VAL,VAL,1.0,1.0
UPI000EB66A3C,VAL,endolysin,0.63,0.0
UPI000EB6915C,endolysin,endolysin,1.0,1.0
UPI000EB69644,VAL,VAL,0.63,1.0
UPI000EB70109,endolysin,endolysin,1.0,1.0
UPI000EB70642,VAL,VAL,0.98,1.0
UPI000EB7075F,VAL,VAL,0.97,1.0
UPI000EB70C33,endolysin,endolysin,0.97,1.0
